bedrooms,rent,sqft,date,longitude,latitude
2.0,575.0,850.0,2014-05-16,-84.278536,35.795562
2.0,800.0,1300.0,2014-05-28,-95.918197,36.057014
2.0,1300.0,,2014-05-24,-80.3618,25.6992
2.0,1625.0,1050.0,2014-05-22,-117.898278,33.796409999999995
3.0,926.0,,2014-05-16,-82.296696,34.888606
1.0,699.0,900.0,2014-06-16,-83.7294,42.7851
4.0,1275.0,1550.0,2014-06-19,-116.3975,43.615
2.0,1787.0,,2014-05-12,-73.422263,41.114896
1.0,969.0,669.0,2014-06-24,-96.821295,32.932902
3.0,1875.0,1340.0,2014-06-09,-123.083682,44.04069000000001
,805.0,,2014-06-23,-118.24368,34.05223
2.0,1500.0,700.0,2014-05-28,-73.8611,40.7453
3.0,1400.0,,2014-05-30,-79.821686,40.58839
,850.0,1128.0,2014-07-09,-94.521976,38.95042
2.0,725.0,650.0,2014-07-12,-121.421299,38.609558
1.0,1950.0,,2014-05-24,-71.097412,42.343694
3.0,1750.0,1276.0,2014-05-27,-80.246286,26.275236
1.0,621.0,748.0,2014-05-19,-79.861738,36.125743
,,,2014-05-29,-89.0353,30.3962
1.0,695.0,,2014-05-11,-75.289029,39.935912
,,,2014-05-12,-82.7568,27.9085
1.0,867.0,,2014-05-16,-87.596413,41.783942
3.0,995.0,1260.0,2014-06-21,-87.04695600000002,36.29485800000001
3.0,975.0,1200.0,2014-05-16,-93.278465,44.985062
3.0,1600.0,,2014-05-21,-124.08858,40.892855
4.0,1750.0,2971.0,2014-06-16,-91.629045,41.774544
4.0,2100.0,1345.0,2014-05-19,-155.968781,19.620922
2.0,3100.0,1587.0,2014-07-01,-104.942535,39.713599
1.0,450.0,900.0,2014-06-11,-94.8043,39.7893
1.0,450.0,,2014-06-24,-96.364474,42.480073
2.0,1950.0,,2014-05-21,-73.94981800000002,40.812929
1.0,3200.0,750.0,2014-05-28,-71.05718399999998,42.356973
,950.0,,2014-06-12,-117.659087,34.06491
3.0,800.0,750.0,2014-05-19,-77.6579,39.9313
2.0,1325.0,675.0,2014-07-12,-93.279327,44.9627
3.0,1325.0,1793.0,2014-06-01,-115.3184,36.1781
,,,2014-05-14,-96.8653,32.6041
4.0,1395.0,2320.0,2014-06-02,-119.977634,39.68476500000001
1.0,650.0,850.0,2014-05-13,-82.877362,42.570386
3.0,1245.0,1504.0,2014-05-11,-115.3261,36.1378
1.0,1175.0,840.0,2014-05-14,-77.209874,39.166758
1.0,800.0,800.0,2014-06-11,-88.04935400000002,42.336592
3.0,3000.0,,2014-05-27,-73.91923,40.704312
1.0,1450.0,609.0,2014-05-28,-149.882398,61.20624
1.0,2600.0,,2014-05-15,-74.032859,40.737171
2.0,1025.0,,2014-05-21,-98.6555,29.4597
3.0,1500.0,2200.0,2014-05-18,-71.4072,43.5475
2.0,1335.0,1018.0,2014-06-24,-77.2822,39.1355
1.0,755.0,942.0,2014-07-09,-89.74843,30.312431
3.0,1180.0,,2014-05-27,-83.08654,39.923099
2.0,740.0,1017.0,2014-05-15,-97.413615,32.735841
2.0,700.0,816.0,2014-06-02,-93.6945,42.0486
3.0,1900.0,2000.0,2014-05-16,-122.448635,48.7433
2.0,1800.0,972.0,2014-05-21,-118.365919,34.163493
1.0,2040.0,685.0,2014-05-21,-77.0937,38.88492100000001
,955.0,,2014-06-23,-87.6575,41.9543
1.0,698.0,,2014-05-20,-121.296717,38.684766
2.0,2550.0,1000.0,2014-05-18,-119.862538,34.41731
3.0,1300.0,,2014-06-24,-82.5067,27.8914
3.0,1175.0,1000.0,2014-05-16,-106.615019,35.105357
3.0,899.0,1054.0,2014-06-08,-122.822398,46.999373
1.0,2000.0,700.0,2014-05-28,-71.081213,42.405823
2.0,715.0,1098.0,2014-05-24,-86.105374,41.670288
3.0,775.0,,2014-07-05,-118.988049,35.38214
2.0,2630.0,1212.0,2014-05-12,-87.67505600000001,41.972631
2.0,825.0,800.0,2014-06-06,-119.80706200000002,36.781948
,,,2014-05-16,-82.7001,35.5376
2.0,1595.0,891.0,2014-05-30,-119.155986,34.292103999999995
1.0,805.0,834.0,2014-05-27,-78.97613,35.068290999999995
3.0,1800.0,2322.0,2014-06-16,-81.750469,26.601306
2.0,2165.0,1416.0,2014-07-12,-115.145592,36.163899
1.0,549.0,565.0,2014-05-21,-111.856696,33.403746000000005
2.0,2055.0,827.0,2014-06-03,-117.9085,33.6801
,715.0,499.0,2014-05-21,-117.420379,33.928215
1.0,1035.0,840.0,2014-05-22,-95.5257,30.2106
1.0,3595.0,,2014-06-24,-73.950069,40.785643
4.0,1425.0,1923.0,2014-06-02,-122.408909,47.074457
1.0,1400.0,,2014-05-12,-80.157,25.8965
1.0,625.0,,2014-06-09,-122.59381100000002,48.845539
2.0,1545.0,,2014-05-14,-118.595231,34.255497
1.0,1065.0,776.0,2014-05-13,-117.328727,33.957083000000004
1.0,1675.0,700.0,2014-05-29,-71.145923,42.341897
2.0,1295.0,,2014-06-02,-80.0679,26.7165
2.0,2100.0,,2014-06-01,-71.233566,42.353965
1.0,300.0,800.0,2014-05-17,-83.9156,43.4047
3.0,1575.0,,2014-05-27,-80.23907,26.276158
2.0,725.0,800.0,2014-06-23,-71.419038,41.85221
1.0,825.0,1036.0,2014-06-16,-115.260181,36.199698
2.0,850.0,,2014-07-02,-121.734192,47.47172800000001
2.0,1995.0,1485.0,2014-05-30,-80.097027,26.985112
3.0,990.0,1330.0,2014-06-24,-96.077841,41.308442
,,,2014-05-21,-98.4554,29.4821
2.0,1025.0,1100.0,2014-05-12,-72.944723,41.686141
1.0,1265.0,725.0,2014-07-08,-105.234251,40.01347
1.0,619.0,550.0,2014-06-11,-110.9222,32.2468
,795.0,,2014-07-13,-74.024978,41.93421
,1025.0,,2014-06-22,-87.638953,41.918432
3.0,1800.0,,2014-06-24,-87.660156,41.973931
3.0,1750.0,,2014-05-14,-80.3483,25.5593
1.0,110.0,500.0,2014-06-07,-97.566104,35.480539
1.0,1030.0,660.0,2014-05-21,-72.82896600000002,41.281045
1.0,1200.0,1000.0,2014-07-06,-90.364586,40.94659
2.0,1200.0,,2014-06-11,-92.92299999999999,44.8985
,835.0,638.0,2014-05-29,-97.7004,30.3316
1.0,1100.0,,2014-05-21,-118.2899,34.1716
3.0,955.0,1340.0,2014-06-16,-86.069813,39.881008
2.0,610.0,,2014-05-12,-81.8584,41.1404
1.0,2195.0,965.0,2014-06-17,-122.287788,37.821718
3.0,1650.0,1270.0,2014-05-19,-80.3165,25.9388
2.0,700.0,,2014-05-23,-96.7572,46.8677
3.0,1300.0,1570.0,2014-05-27,-86.435544,34.774165999999994
,975.0,,2014-06-22,-74.1589,40.8185
1.0,765.0,750.0,2014-05-27,-96.060591,41.203295
3.0,2800.0,,2014-06-02,-75.15100000000001,39.966
2.0,1175.0,1000.0,2014-05-24,-74.235413,41.526074
,1500.0,1500.0,2014-07-03,-121.1896,44.2767
4.0,534.0,,2014-05-16,-119.71457,34.413863
2.0,1352.0,1102.0,2014-05-13,-122.25566200000002,38.11985900000001
,429.0,954.0,2014-06-20,-84.3189,30.4874
3.0,1450.0,1600.0,2014-05-22,-82.99793199999998,42.352423
1.0,1010.0,871.0,2014-06-20,-115.3261,36.1378
3.0,1499.0,1350.0,2014-07-13,-120.7752,37.4273
2.0,2700.0,1140.0,2014-05-30,-80.190067,25.758774
1.0,1900.0,,2014-06-23,-73.949915,40.676096
1.0,2114.0,,2014-05-18,-87.6277,41.8712
1.0,600.0,,2014-05-17,-76.1759,36.7978
2.0,925.0,833.0,2014-05-15,-84.5384,39.292976
1.0,826.0,,2014-05-24,-121.380558,38.71762800000001
1.0,380.0,550.0,2014-05-12,-84.5757,39.1104
1.0,766.0,,2014-05-20,-95.2514,37.6044
2.0,1665.0,1007.0,2014-05-21,-80.2746,26.1793
2.0,620.0,750.0,2014-05-27,-114.628408,32.707072
3.0,1065.0,1250.0,2014-05-24,-84.9133,45.3559
1.0,2200.0,824.0,2014-06-20,-87.625652,41.896732
2.0,725.0,750.0,2014-06-16,-122.5024,47.1677
1.0,2670.0,945.0,2014-05-25,-104.946135,39.716187
,950.0,,2014-05-12,-80.124149,25.866823
2.0,2650.0,1000.0,2014-05-21,-122.02977,37.305279
2.0,699.0,1015.0,2014-06-14,-115.0671,36.2158
2.0,775.0,1000.0,2014-06-30,-117.368441,47.605792
4.0,1000.0,1980.0,2014-06-24,-76.799927,37.53967700000001
2.0,1590.0,991.0,2014-07-08,-105.09161,39.904469
1.0,651.0,796.0,2014-06-23,-86.759619,34.688323
2.0,565.0,700.0,2014-07-09,-110.955946,32.141277
1.0,1400.0,,2014-05-27,-73.7877,40.6969
2.0,895.0,900.0,2014-06-20,-97.127015,32.841056
2.0,995.0,,2014-05-31,-93.296134,44.942717
3.0,2465.0,1640.0,2014-05-25,-117.7858,33.8544
1.0,1550.0,730.0,2014-05-25,-97.7166,30.2638
2.0,1248.0,1250.0,2014-06-23,-118.289173,34.006547999999995
3.0,950.0,,2014-06-23,-97.519873,35.315748
1.0,425.0,566.0,2014-06-12,-94.386463,39.091566
,860.0,,2014-07-02,-117.09211,33.024254
2.0,1418.0,1149.0,2014-06-08,-96.804132,32.951687
3.0,1050.0,1252.0,2014-05-20,-84.103215,33.897551
3.0,2450.0,,2014-06-23,-75.135354,39.968726
2.0,867.0,900.0,2014-06-23,-95.7329,29.5511
2.0,625.0,,2014-07-05,-115.062145,36.229416
3.0,850.0,1550.0,2014-05-24,-82.34176,29.666698
4.0,329.0,,2014-05-12,-78.8714,38.4489
2.0,880.0,1101.0,2014-05-13,-115.2801,36.1128
2.0,3000.0,1040.0,2014-06-01,-71.025071,42.335802
2.0,860.0,1000.0,2014-05-31,-117.239571,47.65255300000001
3.0,1495.0,1450.0,2014-06-02,-74.7334,40.2196
2.0,1675.0,,2014-05-12,-118.148406,34.124361
3.0,1695.0,1297.0,2014-05-21,-117.309417,33.185862
3.0,700.0,1425.0,2014-06-24,-94.419398,39.250935
2.0,550.0,,2014-06-08,-77.024332,41.241464
2.0,1650.0,2195.0,2014-05-18,-81.749246,26.203406
1.0,3199.0,,2014-05-24,-118.493523,34.016911
,,,2014-06-16,-112.131406,33.538740999999995
3.0,995.0,1856.0,2014-06-20,-112.296095,33.547261
2.0,1695.0,1139.0,2014-06-06,-116.9408,32.6315
,1325.0,,2014-05-19,-71.13718,42.346244
2.0,1050.0,,2014-05-25,-80.18570799999998,25.850114
2.0,890.0,1270.0,2014-06-12,-110.971441,32.324294
,525.0,,2014-05-15,-115.1454,36.126
2.0,700.0,908.0,2014-07-08,-110.943046,32.163377000000004
1.0,1750.0,9999.0,2014-06-23,-71.147976,42.336342
4.0,2995.0,,2014-05-12,-73.9791,40.7524
,1200.0,,2014-06-13,-96.623812,40.82591
2.0,595.0,,2014-05-20,-82.1051,41.3724
3.0,925.0,1528.0,2014-06-01,-83.647499,42.979033
2.0,2599.0,1425.0,2014-05-12,-118.322859,34.192656
3.0,1100.0,1472.0,2014-06-24,-116.424637,43.610153
3.0,1800.0,1390.0,2014-05-14,-93.232651,44.984409
2.0,2195.0,1344.0,2014-06-21,-77.224575,38.709633
3.0,800.0,750.0,2014-05-27,-112.0893,33.4523
2.0,825.0,876.0,2014-05-26,-116.993215,33.757154
2.0,1100.0,,2014-06-23,-71.429799,41.82293
2.0,,1095.0,2014-06-23,-121.771191,38.54082
2.0,1200.0,,2014-05-13,-71.030606,42.387801
1.0,1095.0,675.0,2014-05-22,-117.061943,32.783493
,800.0,,2014-05-30,-80.131874,26.125388
3.0,3500.0,1735.0,2014-06-07,-121.9155,37.7636
2.0,1240.0,,2014-05-30,-87.69765600000002,41.926632
2.0,600.0,,2014-05-26,-97.991867,26.182207
1.0,633.0,756.0,2014-05-15,-79.816779,36.123016
3.0,1770.0,1700.0,2014-06-30,-117.165906,34.105711
4.0,800.0,1311.0,2014-07-08,-90.09112,35.031144
,,,2014-05-31,-97.9404,29.8754
2.0,695.0,3276.0,2014-06-12,-90.2309,38.5943
2.0,875.0,,2014-05-23,-79.93229699999998,40.475101
,500.0,,2014-05-16,-76.589724,39.283697
2.0,2199.0,,2014-05-30,-73.927811,40.692774
3.0,2400.0,,2014-05-18,-71.161304,42.348965
1.0,798.0,650.0,2014-05-15,-111.83007,33.585237
,640.0,,2014-05-17,-87.596849,41.80963300000001
3.0,1200.0,1129.0,2014-05-25,-83.11443100000002,42.472223
1.0,1295.0,,2014-06-14,-118.536119,34.242603
2.0,1650.0,,2014-05-12,-75.173091,39.939882
1.0,1008.0,,2014-05-15,-96.834998,32.818259999999995
3.0,1100.0,1200.0,2014-07-09,-123.1555,44.0612
2.0,2500.0,700.0,2014-06-20,-71.08206700000002,42.342394
2.0,1350.0,1129.0,2014-05-17,-117.24305,33.217396
4.0,1020.0,1288.0,2014-05-30,-84.274378,30.40853
2.0,675.0,,2014-06-09,-74.0838,40.8764
,440.0,420.0,2014-05-24,-110.978171,32.279996999999995
2.0,1782.0,1300.0,2014-06-01,-70.907501,42.483911
2.0,2360.0,1286.0,2014-05-31,-77.05076700000002,38.853127
2.0,775.0,900.0,2014-05-28,-86.327523,36.209668
3.0,2250.0,2300.0,2014-05-22,-75.145218,40.319882
2.0,1140.0,1222.0,2014-06-23,-93.205669,44.723839
2.0,575.0,,2014-05-23,-106.435483,31.855156
,1295.0,,2014-05-24,-71.08115699999998,42.352043
1.0,2798.0,961.0,2014-05-23,-87.631152,41.890032
4.0,1900.0,1000.0,2014-05-19,-75.202101,39.960406
3.0,4100.0,,2014-05-17,-71.094117,42.350108
3.0,899.0,1280.0,2014-05-23,-82.28565,27.947647
,1300.0,420.0,2014-05-16,-80.120265,25.954533
3.0,1375.0,,2014-05-24,-75.163838,39.975132
2.0,899.0,905.0,2014-06-09,-117.261573,33.945359
3.0,576.0,,2014-06-19,-86.375507,39.551442
2.0,2450.0,1500.0,2014-06-11,-75.14188299999998,39.968059
1.0,2439.0,,2014-06-01,-87.620552,41.886932
2.0,600.0,957.0,2014-05-16,-80.037997,36.000212
3.0,1000.0,,2014-05-15,-80.3389,27.2655
2.0,785.0,950.0,2014-05-19,-95.851055,36.104484
2.0,750.0,,2014-07-07,-91.5941,42.0411
1.0,999.0,820.0,2014-06-12,-116.2676,33.7532
1.0,,,2014-06-16,-98.4032,29.4969
1.0,629.0,602.0,2014-06-20,-95.415461,29.68213
1.0,780.0,680.0,2014-06-10,-104.8199,38.7902
2.0,1050.0,1206.0,2014-06-19,-90.900128,38.800316
3.0,1650.0,,2014-06-11,-73.7933,40.5923
1.0,905.0,813.0,2014-06-20,-80.922375,35.153459999999995
4.0,1450.0,,2014-05-31,-118.107851,34.690284000000005
1.0,350.0,360.0,2014-05-22,-111.007469,32.123145
3.0,2450.0,,2014-05-13,-71.126324,42.351341
3.0,865.0,1503.0,2014-06-20,-80.2089,25.7756
5.0,3500.0,,2014-05-20,-73.933011,40.70427700000001
3.0,1595.0,,2014-05-22,-87.696955,41.903832
2.0,650.0,1100.0,2014-06-28,-93.251959,37.243889
2.0,3800.0,,2014-06-17,-122.454447,37.783087
3.0,1195.0,1600.0,2014-05-29,-84.36322,30.438018
3.0,1100.0,,2014-07-07,-121.848413,39.738639
3.0,704.0,,2014-05-19,-81.494179,30.264405
3.0,1800.0,,2014-05-19,-79.950174,40.455668
1.0,599.0,550.0,2014-05-19,-115.055408,36.239732
1.0,550.0,,2014-05-31,-83.931921,35.962081
2.0,841.0,930.0,2014-06-16,-97.424147,32.699884000000004
2.0,,770.0,2014-05-29,-106.312337,35.883331
2.0,2199.0,,2014-05-20,-73.942807,40.692358
2.0,1389.0,1044.0,2014-05-28,-96.827438,32.814959
1.0,650.0,,2014-07-05,-117.252533,34.121411
3.0,800.0,750.0,2014-05-17,-78.4089,40.5209
,,,2014-05-28,-118.425311,34.01831
2.0,925.0,1057.0,2014-05-15,-115.0433,36.0119
2.0,649.0,650.0,2014-05-26,-110.952854,32.223766
2.0,850.0,1069.0,2014-06-08,-86.079426,39.667424
4.0,2695.0,,2014-05-18,-77.2515,39.1125
2.0,1700.0,800.0,2014-05-31,-76.588706,39.284359
,1150.0,,2014-06-01,-80.4401,25.6964
2.0,845.0,980.0,2014-05-25,-90.178298,29.997268
2.0,986.0,1194.0,2014-05-29,-78.82021,35.819205
3.0,4200.0,1700.0,2014-05-24,-71.2315,42.3271
1.0,2100.0,,2014-05-16,-71.12092,42.381622
2.0,1500.0,,2014-05-12,-121.914839,36.620611
3.0,540.0,1000.0,2014-06-11,-83.758864,43.072775
,1995.0,,2014-05-24,-122.446333,37.784894
3.0,1750.0,1330.0,2014-05-19,-116.951694,32.808522
1.0,1465.0,709.0,2014-05-23,-117.70915,33.584610999999995
6.0,1295.0,,2014-07-07,-96.7572,46.8677
3.0,2695.0,1200.0,2014-07-09,-117.100293,32.766425
1.0,2450.0,714.0,2014-05-27,-122.016115,37.402136
,1030.0,1018.0,2014-05-18,-122.599633,45.70011
3.0,725.0,,2014-06-25,-95.344183,29.615886
1.0,710.0,725.0,2014-05-22,-81.3288,28.4998
2.0,1350.0,880.0,2014-05-30,-122.3076,47.7933
3.0,695.0,1202.0,2014-06-24,-84.3797,33.4944
2.0,710.0,855.0,2014-05-16,-94.948273,29.408052
3.0,625.0,800.0,2014-05-28,-90.242798,38.627701
2.0,2600.0,,2014-05-30,-71.12175,42.401329
,900.0,,2014-06-25,-92.344,34.7269
1.0,1000.0,758.0,2014-05-21,-122.307096,47.368488
4.0,1495.0,,2014-05-27,-76.5798,39.1702
1.0,400.0,,2014-05-17,-81.712071,41.437366
3.0,925.0,1131.0,2014-05-11,-115.207218,36.094817
3.0,1350.0,1350.0,2014-05-31,-95.5208,29.9863
1.0,900.0,640.0,2014-05-29,-72.693915,41.720895
2.0,2700.0,,2014-06-24,-71.119,42.388583
3.0,1900.0,,2014-05-25,-73.918888,40.66992
2.0,2850.0,1100.0,2014-07-03,-121.93187,37.340598
3.0,2100.0,1000.0,2014-05-29,-75.183681,39.942203000000006
3.0,1400.0,2518.0,2014-06-19,-122.418233,47.131336
1.0,2250.0,,2014-05-28,-87.63974,41.891297
,925.0,,2014-07-08,-122.082231,37.669245
,919.0,465.0,2014-06-01,-118.525915,34.200906
2.0,873.0,1121.0,2014-05-19,-81.129227,31.999851
4.0,1199.0,1654.0,2014-07-06,-117.42888700000002,34.512752
,1225.0,,2014-05-27,-87.641754,41.930832
2.0,1240.0,750.0,2014-06-18,-117.0721,32.7607
,,,2014-06-20,-97.78244,30.241569
4.0,2995.0,1200.0,2014-06-23,-73.92059499999998,40.685917
1.0,450.0,,2014-07-09,-97.6399,35.5043
1.0,209.0,320.0,2014-07-02,-81.3421,41.6895
2.0,965.0,1042.0,2014-06-13,-95.592721,29.738173
1.0,659.0,800.0,2014-06-23,-84.462059,42.711805
1.0,1300.0,,2014-05-17,-97.727466,30.388268
1.0,749.0,675.0,2014-05-14,-121.299641,38.63635
2.0,700.0,900.0,2014-06-15,-71.48494699999998,41.856009
,1199.0,668.0,2014-06-23,-77.10765500000002,38.855006
2.0,2255.0,979.0,2014-05-24,-118.2666,34.0559
1.0,2402.0,920.0,2014-05-13,-121.910966,37.316841
1.0,,,2014-06-20,-84.2819,33.8123
2.0,950.0,1500.0,2014-07-13,-82.58752199999998,27.998285
1.0,1605.0,746.0,2014-05-29,-119.056583,34.220815
2.0,1220.0,1003.0,2014-05-31,-93.47506,45.02433
1.0,184.0,,2014-05-31,-112.11696299999998,33.495254
2.0,745.0,,2014-07-02,-122.96593500000002,46.953055
2.0,825.0,,2014-05-12,-72.940034,41.316376
2.0,593.0,1100.0,2014-05-28,-115.1429,36.1234
2.0,1755.0,950.0,2014-05-21,-118.527419,34.257102
2.0,670.0,,2014-05-30,-88.409193,44.235653000000006
1.0,555.0,750.0,2014-06-30,-97.426908,35.20746
2.0,460.0,700.0,2014-05-22,-81.68094599999998,30.360878000000003
3.0,1100.0,1250.0,2014-05-13,-115.1576,35.9959
1.0,995.0,700.0,2014-06-23,-104.983836,39.746186
3.0,1200.0,,2014-05-18,-75.161767,39.985389
2.0,4200.0,,2014-05-16,-87.615252,41.891832
2.0,1075.0,1211.0,2014-06-15,-95.074479,29.559158
,,,2014-06-09,-97.231288,37.67185300000001
3.0,1140.0,1282.0,2014-05-13,-111.795824,33.380497
2.0,771.0,926.0,2014-06-07,-95.199,29.7009
1.0,1950.0,,2014-05-28,-73.970221,40.838654
1.0,1075.0,702.0,2014-06-27,-122.0362,37.9823
,1050.0,,2014-06-15,-118.095104,34.688013
3.0,2800.0,1586.0,2014-05-16,-158.02911799999995,21.683052
3.0,2395.0,1532.0,2014-06-19,-122.179899,47.678507
3.0,,,2014-05-26,-87.671276,41.810379
1.0,1475.0,750.0,2014-05-23,-75.18373100000002,40.030637
3.0,2598.0,,2014-05-29,-73.907199,40.697342
1.0,625.0,,2014-06-16,-98.527847,33.857744
1.0,1290.0,525.0,2014-05-29,-117.6828,33.648565000000005
,2140.0,,2014-05-14,-77.04489000000002,38.907244
2.0,1750.0,,2014-05-27,-122.032474,36.96845
2.0,1250.0,,2014-06-24,-80.449619,25.669561
,1000.0,,2014-05-29,-75.24284,39.983245
1.0,925.0,,2014-05-17,-74.21204200000003,40.759358
3.0,1900.0,,2014-05-24,-73.905041,40.688935
1.0,3799.0,,2014-05-21,-74.005984,40.740312
1.0,2450.0,,2014-05-14,-71.083,42.361999999999995
1.0,679.0,560.0,2014-07-02,-88.23858100000002,40.109008
1.0,700.0,,2014-07-12,-83.10122700000002,41.608583
2.0,1895.0,850.0,2014-06-19,-122.287074,37.866475
1.0,495.0,600.0,2014-05-19,-87.845975,42.575106
2.0,899.0,1000.0,2014-05-19,-81.458023,28.499792
2.0,935.0,941.0,2014-07-13,-117.32881299999998,33.955927
2.0,669.0,,2014-07-07,-110.254948,31.548405
2.0,1825.0,1000.0,2014-07-12,-117.100117,32.758185
1.0,1034.0,750.0,2014-06-15,-122.019819,38.251119
1.0,600.0,900.0,2014-06-24,-81.285,28.8013
1.0,1600.0,700.0,2014-06-27,-117.156529,32.715340999999995
3.0,2650.0,2000.0,2014-05-15,-87.6509,41.96038400000001
2.0,1.0,,2014-05-17,-87.3588,41.5422
1.0,1425.0,,2014-05-16,-87.676413,41.916186
3.0,825.0,,2014-05-20,-108.59899999999999,45.9497
1.0,660.0,650.0,2014-05-22,-111.919098,33.417025
3.0,1495.0,1500.0,2014-06-11,-105.0963,39.998000000000005
4.0,868.0,1348.0,2014-05-28,-83.720763,32.826608
,799.0,,2014-06-11,-76.5798,39.1702
3.0,2400.0,1752.0,2014-06-17,-122.6258,45.488343
2.0,875.0,950.0,2014-05-31,-117.004333,33.743995
4.0,4500.0,,2014-06-22,-71.114714,42.384385
1.0,695.0,,2014-07-09,-121.846594,39.736068
2.0,1595.0,,2014-06-22,-118.0515,34.1243
3.0,1800.0,,2014-05-26,-72.8106,41.28
1.0,525.0,,2014-06-27,-116.501534,33.944348
3.0,710.0,1174.0,2014-05-22,-81.6626,30.4507
1.0,550.0,,2014-07-01,-89.9413,35.2213
2.0,500.0,850.0,2014-07-01,-86.285016,41.696722
4.0,4950.0,,2014-06-14,-117.677007,33.582734
,,,2014-05-22,-119.2891,47.1374
4.0,1875.0,2889.0,2014-05-16,-95.584158,29.973841
2.0,2049.0,800.0,2014-05-30,-71.09345400000002,42.346364
5.0,2119.0,2450.0,2014-05-27,-116.970878,33.916227
2.0,1175.0,750.0,2014-07-10,-107.875743,37.266727
2.0,899.0,,2014-05-19,-95.4341,29.6889
1.0,590.0,535.0,2014-05-17,-115.2004,36.1433
3.0,665.0,1301.0,2014-06-19,-111.023373,32.251698
2.0,600.0,1196.0,2014-05-28,-84.855544,39.241733
3.0,1100.0,1200.0,2014-05-27,-71.491191,41.866568
1.0,1000.0,800.0,2014-06-01,-117.021732,32.762233
1.0,2390.0,774.0,2014-05-30,-122.33759,47.614244
1.0,400.0,550.0,2014-06-22,-87.609798,37.975807
4.0,2399.0,,2014-05-16,-87.851464,42.022029
3.0,725.0,925.0,2014-05-15,-89.018163,42.338443
2.0,650.0,,2014-07-05,-98.556462,29.466525
3.0,2700.0,,2014-06-02,-73.950082,40.674312
1.0,599.0,616.0,2014-05-13,-112.195108,33.529393
1.0,1500.0,,2014-05-19,-97.7648,30.2907
1.0,600.0,700.0,2014-06-19,-97.0672,47.9272
3.0,3000.0,,2014-05-14,-73.921631,40.700675
2.0,849.0,1080.0,2014-05-22,-86.123779,39.991309
2.0,1600.0,,2014-06-22,-72.991516,41.225796
,135.0,,2014-05-20,-93.292114,36.641652
2.0,600.0,,2014-06-20,-77.401763,37.218327
2.0,3399.0,,2014-05-14,-87.628026,41.884527
2.0,1435.0,1070.0,2014-06-20,-117.204129,33.568216
2.0,549.0,,2014-05-24,-83.1475,35.2409
2.0,550.0,,2014-05-14,-82.1056,29.574
3.0,3200.0,1553.0,2014-07-01,-122.439753,37.718133
1.0,875.0,916.0,2014-05-16,-84.646958,34.028669
2.0,1000.0,,2014-06-02,-75.21135600000002,39.95676
3.0,1000.0,1200.0,2014-05-20,-81.385237,28.64752
,650.0,,2014-05-22,-87.66855699999998,42.017231
1.0,1235.0,,2014-05-27,-87.9782,41.8799
,675.0,,2014-05-30,-116.5347,33.8414
3.0,1350.0,2400.0,2014-05-13,-83.9622,35.9901
,2500.0,,2014-05-15,-73.975646,40.67146
1.0,715.0,685.0,2014-06-24,-98.4552,34.6179
,,,2014-06-16,-112.150776,33.567109
3.0,3600.0,1815.0,2014-07-08,-117.16423,32.727191
1.0,1055.0,1024.0,2014-05-14,-117.165148,32.729271999999995
2.0,745.0,1128.0,2014-06-11,-96.378952,42.53380900000001
1.0,1500.0,705.0,2014-05-27,-80.124836,25.92393
2.0,745.0,708.0,2014-05-31,-117.295229,34.120438
1.0,599.0,,2014-05-12,-98.6006,29.5189
1.0,465.0,,2014-05-14,-81.46775600000002,41.118923
1.0,1505.0,783.0,2014-05-22,-117.698932,33.6427
4.0,1195.0,1400.0,2014-05-16,-121.444,38.6406
1.0,1950.0,600.0,2014-06-23,-71.039899,42.332542
2.0,969.0,,2014-05-28,-76.701549,39.309623
2.0,800.0,880.0,2014-06-15,-114.319317,48.196632
3.0,825.0,,2014-05-23,-75.4498,43.2193
,,,2014-05-30,-76.3146,36.8298
,,,2014-05-30,-84.4092,39.2638
1.0,2450.0,,2014-05-23,-87.640153,41.889132
4.0,1975.0,1500.0,2014-05-27,-117.83643700000002,33.737817
3.0,2700.0,,2014-05-22,-73.917068,40.700548
2.0,819.0,900.0,2014-06-02,-112.043133,33.545682
1.0,750.0,350.0,2014-06-07,-90.075461,29.936156
1.0,1050.0,650.0,2014-05-22,-117.072522,32.749009
3.0,1595.0,1848.0,2014-07-09,-124.058561,44.646017
1.0,1300.0,,2014-05-30,-71.476997,41.844643
,700.0,,2014-06-17,-119.4557,35.1482
4.0,2200.0,3200.0,2014-06-02,-119.837691,39.509607
2.0,676.0,819.0,2014-05-19,-110.9855,32.3379
1.0,450.0,,2014-05-21,-79.709523,40.337681
1.0,535.0,900.0,2014-07-02,-86.472255,36.986977
4.0,2900.0,,2014-06-20,-71.1773,42.37
,829.0,,2014-07-05,-84.2438,39.317
3.0,1300.0,1500.0,2014-06-22,-93.220261,44.987898
2.0,750.0,1075.0,2014-06-13,-116.706923,43.595625
3.0,1489.0,1930.0,2014-06-08,-82.4101,27.4978
2.0,2700.0,,2014-06-02,-73.953352,40.675805
3.0,1800.0,,2014-06-22,-80.2153,25.9894
1.0,920.0,,2014-05-17,-80.0965,26.7162
2.0,1281.0,881.0,2014-07-11,-121.31166,38.764025
2.0,1950.0,895.0,2014-05-13,-81.649017,24.597275
2.0,2000.0,998.0,2014-06-13,-117.123291,32.932299
